"""uncharacterized"" (is used in Protein name UniProt)",Bait detected+enriched (=self loop),Cluster ID (Markov),CPX - Recommended name,Cross-reference (ComplexPortal),Gene names  (UniP-SGD-primary or ordered locus),Gene names  (UniP-SGD-primary+synonym or ordered locus),Is in GFP library,name,SGD Brief Description,SGD ID,SGD Name,SGD Qualifier,shared name,Subcellular location [CC],TaBaQ (relative abundance),Uncharacterized (SGD Qualifier+Uniprot combined),UniProt ID
TRUE,FALSE,36,,,YNL162W-A,YNL162W-A,TRUE,YNL162W-A,Putative protein of unknown function,S000007624;,,Uncharacterized,YNL162W-A,Cytoplasm {ECO:0000269|PubMed:14562095}. Nucleus {ECO:0000269|PubMed:14562095}.,16.83389,TRUE,Q3E7A8
FALSE,FALSE,36,,,RPL42A,RPL42A;RPL41A;SCL41A,TRUE,YNL162W,Ribosomal 60S subunit protein L42A,S000005106;,Ribosomal Protein of the Large subunit,Verified,YNL162W,"Cytoplasm {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:22096102}.",22.62216,FALSE,P0CX27
FALSE,TRUE,36,Cleavage and polyadenylation specificity factor complex,CPX-1053,PTI1,PTI1,TRUE,YGR156W,Essential component of CPF (cleavage and polyadenylation factor),S000003388;,PTa1p Interacting protein,Verified,YGR156W,Nucleus {ECO:0000269|PubMed:12819204}.,19.76793,FALSE,P39927
FALSE,TRUE,36,Cleavage and polyadenylation specificity factor complex,CPX-1053,MPE1,MPE1,TRUE,YKL059C,Subunit of CPF cleavage and polyadenylation factor and E3 Ub-ligase,S000001542;,Mutant PCF11 Extragenic suppressor,Verified,YKL059C,Nucleus {ECO:0000269|PubMed:12819204}.,18.9373,FALSE,P35728
FALSE,FALSE,36,Cleavage and polyadenylation specificity factor complex,CPX-1053,SSU72,SSU72,FALSE,YNL222W,Phosphatase and transcription/RNA-processing factor,S000005166;,"Suppressor of SUa7, gene 2",Verified,YNL222W,Nucleus {ECO:0000269|PubMed:12819204}.,,FALSE,P53538
FALSE,FALSE,36,,,NTG2,NTG2;SCR2,TRUE,YOL043C,DNA N-glycosylase and apurinic/apyrimidinic (AP) lyase,S000005403;,eNdonuclease Three-like Glycosylase,Verified,YOL043C,"Nucleus {ECO:0000255|HAMAP-Rule:MF_03183, ECO:0000269|PubMed:10207101, ECO:0000269|PubMed:10471279, ECO:0000269|PubMed:19029246}. Note=Exclusively nuclear and not responsive to changes in either nuclear or mitochondrial oxidative stress.",,FALSE,Q08214
FALSE,TRUE,36,Cleavage and polyadenylation specificity factor complex,CPX-1053,PAP1,PAP1,TRUE,YKR002W,Poly(A) polymerase,S000001710;,Poly(A) Polymerase,Verified,YKR002W,"Nucleus {ECO:0000269|PubMed:12819204, ECO:0000269|PubMed:14562095}.",20.36019,FALSE,P29468
FALSE,FALSE,36,,,PAD1,PAD1;POF1,TRUE,YDR538W,Phenylacrylic acid decarboxylase,S000002946;,Phenylacrylic Acid Decarboxylase,Verified,YDR538W,"Mitochondrion {ECO:0000255|HAMAP-Rule:MF_03197, ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:17054397}.",15.17931,FALSE,P33751
FALSE,TRUE,36,Cleavage and polyadenylation specificity factor complex,CPX-1053,YTH1,YTH1,TRUE,YPR107C,Essential RNA-binding component of cleavage and polyadenylation factor,S000006311;,Yeast THirty kDa Homolog,Verified,YPR107C,"Nucleus {ECO:0000269|PubMed:12819204, ECO:0000269|PubMed:14562095}.",19.29428,FALSE,Q06102
FALSE,TRUE,36,Cleavage and polyadenylation specificity factor complex,CPX-1053,REF2,REF2,TRUE,YDR195W,RNA-binding protein,S000002603;,RNA End Formation,Verified,YDR195W,Nucleus {ECO:0000269|PubMed:12819204}.,18.00669,FALSE,P42073
FALSE,TRUE,251,,,REE1,REE1,TRUE,YJL217W,Cytoplasmic protein involved in the regulation of enolase (ENO1),S000003753;,REgulation of Enolase,Verified,YJL217W,Cytoplasm {ECO:0000269|PubMed:14562095}.,21.26879,FALSE,P40893
FALSE,TRUE,251,,,PYK2,PYK2,TRUE,YOR347C,Pyruvate kinase,S000005874;,PYruvate Kinase,Verified,YOR347C,,20.94596,FALSE,P52489
FALSE,TRUE,251,,,CDC19,CDC19;PYK1,TRUE,YAL038W,Pyruvate kinase,S000000036;,Cell Division Cycle,Verified,YAL038W,,26.43459,FALSE,P00549
FALSE,TRUE,433,,,PHO13,PHO13,TRUE,YDL236W,Conserved phosphatase acting as a metabolite repair enzyme,S000002395;,PHOsphate metabolism,Verified,YDL236W,,22.17542,FALSE,P19881
FALSE,FALSE,433,,,LRE1,LRE1,FALSE,YCL051W,Protein involved in control of cell wall structure and stress response,S000000556;,Laminarase REsistance,Verified,YCL051W,,,FALSE,P25579
TRUE,TRUE,367,,,YKL075C,YKL075C,TRUE,YKL075C,Putative protein of unknown function,S000001558;,,Uncharacterized,YKL075C,,19.15211,TRUE,P36083
FALSE,TRUE,367,,,IBD2,IBD2,TRUE,YNL164C,Component of the BUB2-dependent spindle checkpoint pathway,S000005108;,Inhibition of Bud Division 2,Verified,YNL164C,"Cytoplasm, cytoskeleton, spindle pole {ECO:0000269|PubMed:12072457}.",16.70936,FALSE,P53892
FALSE,TRUE,367,,,NST1,NST1,TRUE,YNL091W,Protein involved in signal transduction pathways,S000005035;,Negatively affects Salt Tolerance,Verified,YNL091W,Cytoplasm {ECO:0000269|PubMed:14562095}.,19.993,FALSE,P53935
FALSE,TRUE,302,"Nascent polypeptide-associated complex, EGD1-EGD2 variant",CPX-1306,EGD1,EGD1,TRUE,YPL037C,Subunit beta1 of the nascent polypeptide-associated complex (NAC),S000005958;,Enhancer of Gal4 DNA binding,Verified,YPL037C,"Cytoplasm. Nucleus. Note=Predominantly cytoplasmic, may also transiently localize to the nucleus.",23.44028,FALSE,Q02642
FALSE,TRUE,302,,,HEL2,HEL2,TRUE,YDR266C,RING finger ubiquitin ligase (E3),S000002674;,Histone E3 Ligase,Verified,YDR266C,Cytoplasm {ECO:0000269|PubMed:14562095}.,18.68562,FALSE,Q05580
FALSE,TRUE,302,"Nascent polypeptide-associated complex, EGD1-EGD2 variant;Nascent polypeptide-associated complex, BTT1-EGD2 variant",CPX-1306;CPX-1307,EGD2,EGD2,TRUE,YHR193C,Alpha subunit of the nascent polypeptide-associated complex (NAC),S000001236;,Enhancer of Gal4 DNA binding,Verified,YHR193C,"Cytoplasm. Nucleus. Note=Predominantly cytoplasmic, may also transiently localize to the nucleus. Nuclear import may occur via redundant pathways including one requiring the karyopherins PSE1 and KAP123, which also participate in nuclear import of ribosomal subunits.",23.57931,FALSE,P38879
FALSE,FALSE,98,,,OSH7,OSH7,FALSE,YHR001W,Oxysterol-binding phosphatidylserine transferase,S000001043;,OxySterol binding protein Homolog,Verified,YHR001W,"Endoplasmic reticulum membrane {ECO:0000269|PubMed:20008566, ECO:0000269|PubMed:23934110}. Note=Localizes to the cortical endoplasmic reticulum at the endoplasmic reticulum-plasma membrane contact sites. {ECO:0000269|PubMed:20008566, ECO:0000269|PubMed:23934110}.",,FALSE,P38755
TRUE,TRUE,98,,,YKR078W,YKR078W,TRUE,YKR078W,Cytoplasmic protein of unknown function,S000001786;,,Verified,YKR078W,,19.51701,TRUE,P36158
FALSE,TRUE,98,HTM1-PDI1 exomannosidase complex,CPX-1283,PDI1,PDI1;MFP1;TRG1,TRUE,YCL043C,Protein disulfide isomerase,S000000548;,Protein Disulfide Isomerase,Verified,YCL043C,Endoplasmic reticulum lumen {ECO:0000255|PROSITE-ProRule:PRU10138}.,21.48553,FALSE,P17967
FALSE,TRUE,98,,,MKK1,MKK1;SSP32,TRUE,YOR231W,MAPKK involved in the protein kinase C signaling pathway,S000005757;,Mitogen-activated protein Kinase-Kinase,Verified,YOR231W,,18.80994,FALSE,P32490
FALSE,TRUE,98,,,GDI1,GDI1;SEC19,TRUE,YER136W,GDP dissociation inhibitor,S000000938;,GDP Dissociation Inhibitor,Verified,YER136W,Cytoplasm {ECO:0000269|PubMed:14562095}.,22.77667,FALSE,P39958
TRUE,FALSE,98,,,YKL033W-A,YKL033W-A,FALSE,YKL033W-A,Protein of unknown function,S000007242;,,Verified,YKL033W-A,,,TRUE,Q86ZR7
FALSE,TRUE,98,,,VPS21,VPS21;VPS12;VPT12;YPT21;YPT51,TRUE,YOR089C,Endosomal Rab family GTPase,S000005615;,Vacuolar Protein Sorting,Verified,YOR089C,"Endosome membrane {ECO:0000269|PubMed:10679018, ECO:0000269|PubMed:12589066};Lipid-anchor {ECO:0000305}. Mitochondrion membrane {ECO:0000269|PubMed:14576278};Lipid-anchor {ECO:0000305}.",22.47595,FALSE,P36017
FALSE,TRUE,98,,,YPT31,YPT31;YPT8,TRUE,YER031C,Rab family GTPase,S000000833;,Yeast Protein Two,Verified,YER031C,Golgi apparatus membrane {ECO:0000269|PubMed:9151665};Lipid-anchor {ECO:0000269|PubMed:9151665}.,21.48661,FALSE,P38555
FALSE,FALSE,621,,,GDH3,GDH3,FALSE,YAL062W,NADP(+)-dependent glutamate dehydrogenase,S000000058;,Glutamate DeHydrogenase,Verified,YAL062W,,,FALSE,P39708
FALSE,TRUE,621,,,GDH1,GDH1;URE1,TRUE,YOR375C,NADP(+)-dependent glutamate dehydrogenase,S000005902;,Glutamate DeHydrogenase,Verified,YOR375C,,24.90349,FALSE,P07262
FALSE,TRUE,532,Nuclear pore complex,CPX-824,MLP2,MLP2,TRUE,YIL149C,Myosin-like protein associated with the nuclear envelope,S000001411;,Myosin-Like Protein,Verified,YIL149C,"Nucleus. Cytoplasm, cytoskeleton, microtubule organizing center, spindle pole body. Nucleus, nuclear pore complex {ECO:0000269|PubMed:24152732}. Note=Nuclear periphery, excluded from nuclear envelope adjacent to nucleolus.",18.24482,FALSE,P40457
TRUE,FALSE,532,,,CMI7,CMI7,FALSE,YIL002W-A,Putative mitochondrial protein of unknown function,S000028835;,Cytosolic MIni protein of ~7 kDa,Uncharacterized,YIL002W-A,,,TRUE,Q3E7Z5
FALSE,FALSE,440,Mating-type MATalpha2-MCM1 complex;Mating-type MATalpha1-MCM1 complex;ARGR-MCM1 transcription regulation complex,CPX-692;CPX-693;CPX-1152,MCM1,MCM1;FUN80,TRUE,YMR043W,Transcription factor,S000004646;,MiniChromosome Maintenance,Verified,YMR043W,Nucleus.,19.62424,FALSE,P11746
FALSE,TRUE,440,ARGR-MCM1 transcription regulation complex,CPX-1152,ARG82,ARG82;ARGR3;IPK2,TRUE,YDR173C,Inositol polyphosphate multikinase (IPMK),S000002580;,ARGinine requiring,Verified,YDR173C,Nucleus {ECO:0000269|PubMed:10632874}.,17.7997,FALSE,P07250
FALSE,TRUE,136,DBF2-MOB1 kinase complex;DBF20-MOB1 kinase complex,CPX-1683;CPX-5341,MOB1,MOB1,TRUE,YIL106W,Component of the mitotic exit network,S000001368;,Mps One Binder,Verified,YIL106W,"Cytoplasm. Nucleus. Cytoplasm, cytoskeleton, microtubule organizing center, spindle pole body. Bud neck. Chromosome, centromere. Note=Localizes predominantly to the cytoplasmic surface of the spindle pole body during anaphase and to a ring at the bud neck during cytokinesis. Translocates to the nucleus during mitosis and associates with centromere DNA.",20.18798,FALSE,P40484
FALSE,TRUE,136,DBF20-MOB1 kinase complex,CPX-5341,DBF20,DBF20,TRUE,YPR111W,Ser/Thr kinase involved in late nuclear division,S000006315;,DumbBell Forming,Verified,YPR111W,,18.70382,FALSE,P32328
FALSE,TRUE,136,,,RAD30,RAD30;DBH1,TRUE,YDR419W,DNA polymerase eta,S000002827;,RADiation sensitive,Verified,YDR419W,Nucleus {ECO:0000269|PubMed:14562095}.,16.83588,FALSE,Q04049
FALSE,TRUE,136,DBF2-MOB1 kinase complex,CPX-1683,DBF2,DBF2,TRUE,YGR092W,Ser/Thr kinase involved in transcription and stress response,S000003324;,DumbBell Former,Verified,YGR092W,"Cytoplasm, cytoskeleton, microtubule organizing center, spindle pole body. Bud neck. Nucleus. Note=Localizes on spindle ole body (SPB) for much of the cell cycle and migrates from there to the bud neck in late mitosis. SPB localization during anaphase coincides with activation kinase activity and depends on TEM1 and CDC15. In absence of BUB2, localizes to SPB in cell cycle stages other than anaphase and telophase.",19.71698,FALSE,P22204
FALSE,TRUE,136,,,MTC4,MTC4,TRUE,YBR255W,Protein of unknown function,S000000459;,Maintenance of Telomere Capping,Verified,YBR255W,Membrane {ECO:0000305};Single-pass membrane protein {ECO:0000305}. Cytoplasm {ECO:0000269|PubMed:14562095}. Note=Punctate pattern.,17.19912,FALSE,P38335
FALSE,FALSE,136,,,PHS1,PHS1,TRUE,YJL097W,Essential 3-hydroxyacyl-CoA dehydratase of the ER membrane,S000003633;,PTPLA Homolog involved in Sphingolipid biosynthesis 1,Verified,YJL097W,Endoplasmic reticulum membrane {ECO:0000269|PubMed:18272525};Multi-pass membrane protein {ECO:0000255}. Vacuole membrane {ECO:0000269|PubMed:14562095};Multi-pass membrane protein {ECO:0000255}.,21.26531,FALSE,P40857
FALSE,TRUE,239,,,CCW14,CCW14;ICWP;SSR1,TRUE,YLR390W-A,Covalently linked cell wall glycoprotein,S000006429;,Covalently linked Cell Wall protein,Verified,YLR390W-A,"Secreted, cell wall. Membrane;Lipid-anchor, GPI-anchor. Note=Covalently-linked GPI-modified cell wall protein (GPI-CWP).",22.68295,FALSE,O13547
FALSE,FALSE,239,,,ECM19,ECM19,TRUE,YLR390W,Protein of unknown function,S000004382;,ExtraCellular Mutant,Verified,YLR390W,Mitochondrion membrane {ECO:0000269|PubMed:16823961};Single-pass membrane protein {ECO:0000269|PubMed:16823961}.,18.13086,FALSE,Q06011
FALSE,TRUE,239,,,BGL2,BGL2;SCW9,TRUE,YGR282C,"Endo-beta-1,3-glucanase",S000003514;,Beta-GLucanase,Verified,YGR282C,"Secreted, cell wall {ECO:0000269|PubMed:9748433}. Note=Tightly bound to cell wall.",18.38377,FALSE,P15703
FALSE,FALSE,239,,,RPL15B,RPL15B;RPL10B;RPL13B;YL10B,TRUE,YMR121C,Ribosomal 60S subunit protein L15B,S000004728;,Ribosomal Protein of the Large subunit,Verified,YMR121C,Cytoplasm {ECO:0000269|PubMed:22096102}.,18.55075,FALSE,P54780
FALSE,FALSE,623,,,YAK1,YAK1,FALSE,YJL141C,Serine-threonine protein kinase,S000003677;,Yet Another Kinase,Verified,YJL141C,Cytoplasm. Nucleus. Note=Shuttles between both compartments in response to glucose.,,FALSE,P14680
FALSE,TRUE,623,,,YPL247C,YPL247C,TRUE,YPL247C,Putative protein of unknown function,S000006168;,,Uncharacterized,YPL247C,Cytoplasm {ECO:0000269|PubMed:14562095}. Nucleus {ECO:0000269|PubMed:14562095}.,18.21374,TRUE,Q12523
FALSE,TRUE,261,,,KAP104,KAP104,TRUE,YBR017C,Transportin or cytosolic karyopherin beta 2,S000000221;,KAryoPherin,Verified,YBR017C,"Cytoplasm {ECO:0000269|PubMed:8849456}. Nucleus, nuclear pore complex {ECO:0000269|PubMed:8849456}. Nucleus {ECO:0000269|PubMed:8849456}. Note=Predominantly cytoplasmic. {ECO:0000269|PubMed:8849456}.",17.90601,FALSE,P38217
FALSE,TRUE,261,mRNA cleavage factor complex CF I,CPX-1896,HRP1,HRP1;NAB4;NAB5,TRUE,YOL123W,Subunit of cleavage factor I,S000005483;,Heterogenous nuclear RibonucleoProtein,Verified,YOL123W,Cytoplasm. Nucleus.,21.32189,FALSE,Q99383
FALSE,TRUE,261,,,DOA4,DOA4;DOS1;MUT4;NPI2;SSV7;UBP4,TRUE,YDR069C,Ubiquitin hydrolase,S000002476;,Degradation Of Alpha,Verified,YDR069C,Cytoplasm. Late endosome membrane;Peripheral membrane protein. Note=Recruited to the late endosome by BRO1.,18.49978,FALSE,P32571
FALSE,FALSE,117,RAD6-UBR2 ubiquitin ligase complex;MUB1-RAD6-UBR2 ubiquitin ligase complex,CPX-2935;CPX-2937,UBR2,UBR2,TRUE,YLR024C,Cytoplasmic ubiquitin-protein ligase (E3),S000004014;,,Verified,YLR024C,Cytoplasm {ECO:0000269|PubMed:14562095}.,,FALSE,Q07963
FALSE,FALSE,117,,,PRM1,PRM1,TRUE,YNL279W,Pheromone-regulated multispanning membrane protein,S000005223;,Pheromone-Regulated Membrane protein,Verified,YNL279W,"Cell membrane {ECO:0000269|PubMed:11062271, ECO:0000269|PubMed:12374868};Multi-pass membrane protein {ECO:0000269|PubMed:11062271, ECO:0000269|PubMed:12374868}. Note=Localizes at sites of cell fusion during mating.",,FALSE,P53835
FALSE,TRUE,117,,,MDG1,MDG1,TRUE,YNL173C,Plasma membrane protein,S000005117;,Multicopy suppressor of Defective G-protein,Verified,YNL173C,Cell membrane {ECO:0000269|PubMed:8914522};Peripheral membrane protein {ECO:0000269|PubMed:8914522}.,19.70587,FALSE,P53885
FALSE,FALSE,117,,,YHR140W,YHR140W,TRUE,YHR140W,Endoplasmic reticulum protein,S000001182;,,Uncharacterized,YHR140W,Endoplasmic reticulum membrane {ECO:0000269|PubMed:11914276};Multi-pass membrane protein {ECO:0000269|PubMed:11914276}.,18.2244,TRUE,P38842
FALSE,TRUE,117,,,FMN1,FMN1,TRUE,YDR236C,"Riboflavin kinase, produces riboflavin monophosphate (FMN)",S000002644;,FMN biosynthesis,Verified,YDR236C,Microsome {ECO:0000269|PubMed:10887197}. Mitochondrion inner membrane {ECO:0000269|PubMed:10887197}. Endoplasmic reticulum {ECO:0000305}. Note=90% microsomal. 10% mitochondrial. Found to be present in the inner membrane of mitochondria. The C-terminus is located in the matrix.,20.42084,FALSE,Q03778
FALSE,TRUE,117,,,TRP1,TRP1,TRUE,YDR007W,Phosphoribosylanthranilate isomerase,S000002414;,TRyPtophan,Verified,YDR007W,,20.3773,FALSE,P00912
FALSE,TRUE,117,,,HXT2,HXT2,TRUE,YMR011W,High-affinity glucose transporter of the major facilitator superfamily,S000004613;,HeXose Transporter,Verified,YMR011W,Membrane;Multi-pass membrane protein.,23.08335,FALSE,P23585
FALSE,TRUE,406,,,STE50,STE50,TRUE,YCL032W,Adaptor protein for various signaling pathways,S000000537;,STErile,Verified,YCL032W,,18.5597,FALSE,P25344
FALSE,TRUE,406,,,STE11,STE11,TRUE,YLR362W,Signal transducing MEK kinase,S000004354;,STErile,Verified,YLR362W,,19.14581,FALSE,P23561
FALSE,TRUE,486,,,SRM1,SRM1;MTR1;PRP20,TRUE,YGL097W,Nucleotide exchange factor for Gsp1p,S000003065;,Suppressor of Receptor Mutations,Verified,YGL097W,"Nucleus {ECO:0000269|PubMed:11523802, ECO:0000269|PubMed:16365162, ECO:0000269|PubMed:1666302, ECO:0000269|PubMed:1865879, ECO:0000269|PubMed:2022190}.",21.10346,FALSE,P21827
FALSE,FALSE,486,,,GSP1,GSP1;CNR1;CST17,FALSE,YLR293C,Ran GTPase,S000004284;,Genetic Suppressor of Prp20-1,Verified,YLR293C,Nucleus.,,FALSE,P32835
FALSE,TRUE,84,,,FIR1,FIR1;PIP1,TRUE,YER032W,Protein involved in 3' mRNA processing,S000000834;,Factor Interacting with REF2,Verified,YER032W,Bud neck {ECO:0000269|PubMed:14562095}.,17.47383,FALSE,P40020
FALSE,TRUE,84,,,ATP11,ATP11,TRUE,YNL315C,Molecular chaperone,S000005259;,ATP synthase,Verified,YNL315C,Mitochondrion.,19.78595,FALSE,P32453
FALSE,TRUE,84,,,UBP1,UBP1,TRUE,YDL122W,Ubiquitin-specific protease,S000002280;,UBiquitin-specific Protease,Verified,YDL122W,,21.14823,FALSE,P25037
FALSE,TRUE,84,,,PHM8,PHM8,TRUE,YER037W,"Lysophosphatidic acid (LPA) phosphatase, nucleotidase",S000000839;,PHosphate Metabolism,Verified,YER037W,,18.88108,FALSE,P40025
FALSE,TRUE,84,,,SAM4,SAM4,TRUE,YPL273W,S-adenosylmethionine-homocysteine methyltransferase,S000006194;,S-AdenosylMethionine metabolism,Verified,YPL273W,Cytoplasm {ECO:0000269|PubMed:14562095}. Nucleus {ECO:0000269|PubMed:14562095}.,22.68888,FALSE,Q08985
FALSE,TRUE,84,,,RGD1,RGD1,TRUE,YBR260C,GTPase-activating protein (RhoGAP) for Rho3p and Rho4p,S000000464;,Related GAP Domain,Verified,YBR260C,"Cytoplasm {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:23454383}. Note=Bud and bud neck. During isotropic bud growth in the G1 and S phases, detected at the bud tip. During cytokinesis, undetectable at the bud tip and localized at the bud neck only.",20.49171,FALSE,P38339
TRUE,TRUE,84,,,YML037C,YML037C,TRUE,YML037C,Putative protein of unknown function,S000004501;,,Uncharacterized,YML037C,,15.96922,TRUE,Q03703
FALSE,TRUE,84,,,APD1,APD1,TRUE,YBR151W,Protein of unknown function,S000000355;,Actin Patches Distal,Verified,YBR151W,Cytoplasm {ECO:0000269|PubMed:14562095}. Nucleus {ECO:0000269|PubMed:14562095}.,20.43986,FALSE,P38281
FALSE,TRUE,84,,,AGE1,AGE1;SAT1,TRUE,YDR524C,ADP-ribosylation factor (ARF) GTPase activating protein (GAP) effector,S000002932;,Arf Gap with Effector function(s),Verified,YDR524C,Cytoplasm {ECO:0000269|PubMed:14562095}.,17.599,FALSE,Q04412
FALSE,TRUE,478,Adaptor complex AP-1R,CPX-533,APM2,APM2,TRUE,YHL019C,Protein of unknown function,S000001011;,clathrin Adaptor Protein complex Medium chain,Verified,YHL019C,"Golgi apparatus membrane {ECO:0000269|PubMed:26658609};Peripheral membrane protein {ECO:0000269|PubMed:26658609}. Early endosome membrane {ECO:0000269|PubMed:26658609};Peripheral membrane protein {ECO:0000269|PubMed:26658609}. Cytoplasmic vesicle, clathrin-coated vesicle membrane {ECO:0000269|PubMed:26658609};Peripheral membrane protein {ECO:0000269|PubMed:26658609}.",16.95197,FALSE,P38700
FALSE,TRUE,478,,,MIL1,MIL1,TRUE,YFL034W,Predicted lipase,S000001860;,Medium adaptin-Interacting Ligand,Uncharacterized,YFL034W,"Golgi apparatus membrane {ECO:0000269|PubMed:26658609};Multi-pass membrane protein {ECO:0000255}. Early endosome membrane {ECO:0000269|PubMed:26658609};Multi-pass membrane protein {ECO:0000255}. Cytoplasmic vesicle, clathrin-coated vesicle membrane {ECO:0000269|PubMed:26658609};Multi-pass membrane protein {ECO:0000255}.",19.6658,TRUE,P43564
FALSE,TRUE,175,ESCRT-II complex,CPX-1623,VPS36,VPS36;GRD12;VAC3;VPL11,TRUE,YLR417W,Component of the ESCRT-II complex,S000004409;,Vacuolar Protein Sorting,Verified,YLR417W,Cytoplasm {ECO:0000269|PubMed:12194858}. Endosome membrane {ECO:0000269|PubMed:12194858};Peripheral membrane protein {ECO:0000269|PubMed:12194858}.,18.82224,FALSE,Q06696
FALSE,TRUE,175,,,LDB19,LDB19,TRUE,YOR322C,"Alpha-arrestin, Ub-ligase adaptor for Rsp5p",S000005849;,Low Dye Binding,Verified,YOR322C,Cytoplasm {ECO:0000269|PubMed:14562095}. Golgi apparatus {ECO:0000269|PubMed:14562095}.,19.22532,FALSE,Q12502
FALSE,TRUE,175,,,STP1,STP1;BAP1;SSY2,TRUE,YDR463W,Transcription factor,S000002871;,Species-specific tRNA Processing,Verified,YDR463W,Cell membrane;Peripheral membrane protein;Cytoplasmic side. Nucleus. Note=Localizes to the cytoplasm in its unprocessed form and is targeted to the nucleus after proteolytic processing upon induction by amino acids. The SCF(MET30) ubiquitin ligase complex negatively regulates nuclear accumulation of the processed form in the absence of high extracellular methionine levels.,17.28752,FALSE,Q00947
FALSE,FALSE,175,ESCRT-II complex,CPX-1623,VPS25,VPS25;VPT25,FALSE,YJR102C,Component of the ESCRT-II complex,S000003863;,Vacuolar Protein Sorting,Verified,YJR102C,Cytoplasm {ECO:0000269|PubMed:12194858}. Endosome membrane {ECO:0000269|PubMed:12194858};Peripheral membrane protein {ECO:0000269|PubMed:12194858}.,,FALSE,P47142
FALSE,TRUE,175,ESCRT-II complex,CPX-1623,SNF8,SNF8;VPS22,TRUE,YPL002C,Component of the ESCRT-II complex,S000005923;,Sucrose NonFermenting,Verified,YPL002C,Cytoplasm {ECO:0000269|PubMed:12194858}. Endosome membrane {ECO:0000269|PubMed:12194858};Peripheral membrane protein {ECO:0000269|PubMed:12194858}.,18.32846,FALSE,Q12483
FALSE,TRUE,75,CTF18-RFC complex,CPX-1731,CTF18,CTF18;CHL12,TRUE,YMR078C,Subunit of a complex with Ctf8p,S000004683;,Chromosome Transmission Fidelity,Verified,YMR078C,Nucleus {ECO:0000305}.,18.7877,FALSE,P49956
